Period,Room,,
"A, 3 (T/W), 6, 7, 8",A133,39.867353,-75.503725
1,Chorus,39.86642,-75.503156
2,A137,39.86756,-75.503601
3,C131,39.867336,-75.502451
4,Wrestling Gym,39.867059,-75.5024
Lunch,?,,
Learn,?,,
5,A109,39.867228,-75.503816
,,,
,,,
,Checkpoint,,
,A,39.867059,-75.503591
,B,39.866748,-75.503305
,C ,39.866951,-75.502873
,D,39.866512,-75.502394
,E,39.867016,-75.502925
