,,,,,,,,,,Latitude,Longitude,Actual Lat,Actual Lon,Precision (metres),,,,Coordinate,Metres
,,,,,"$GPRMC,185949.000,A,3951.5554,N,07530.7975,W,31.24,330.04,070424,,,A*43",39.859257,-75.513292,"39.85925667,-75.51329167",,,,,,,,,,,
,,,,,"$GPGGA,185950.000,3951.5632,N,07530.8040,W,1,08,1.10,179.2,M,-33.9,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185950.000,A,3951.5632,N,07530.8040,W,32.13,327.29,070424,,,A*46",39.859387,-75.513400,"39.85938667,-75.5134",,,,,,,,,,,
,,,,,"$GPGGA,185951.000,3951.5714,N,07530.8103,W,1,08,1.10,179.1,M,-33.9,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,67,339,36,22,66,166,35,06,62,246,32,17,62,055,38*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,41,156,27,03,33,058,19,44,27,234,24,11,24,234,23*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,286,20,12,04,318,,02,02,055,*4B",,,,,,,,,,,,,,
,,,,,"$GPRMC,185951.000,A,3951.5714,N,07530.8103,W,33.06,329.39,070424,,,A*4E",39.859523,-75.513505,"39.85952333,-75.513505",,,,,,,,,,,
,,,,,"$GPGGA,185952.000,3951.5799,N,07530.8166,W,1,08,1.10,178.7,M,-33.9,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185952.000,A,3951.5799,N,07530.8166,W,34.97,330.54,070424,,,A*47",39.859665,-75.513610,"39.859665,-75.51361",,,,,,,,,,,
,,,,,"$GPGGA,185953.000,3951.5888,N,07530.8232,W,1,08,1.10,178.3,M,-33.9,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185953.000,A,3951.5888,N,07530.8232,W,37.30,331.14,070424,,,A*40",39.859813,-75.513720,"39.85981333,-75.51372",,,,,,,,,,,
,,,,,"$GPGGA,185954.000,3951.5981,N,07530.8297,W,1,08,1.10,177.9,M,-33.9,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185954.000,A,3951.5981,N,07530.8297,W,38.06,331.69,070424,,,A*40",39.859968,-75.513828,"39.85996833,-75.51382833",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,286,18,12,05,318,,02,02,055,*41",,,,,,,,,,,,,,
,,,,,"$GPRMC,185956.000,A,3951.6168,N,07530.8431,W,38.53,329.79,070424,,,A*4C",39.860280,-75.514052,"39.86028,-75.51405167",,,,,,,,,,,
,,,,,"$GPGGA,185957.000,3951.6261,N,07530.8495,W,1,08,1.10,178.8,M,-33.8,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185957.000,A,3951.6261,N,07530.8495,W,37.56,330.74,070424,,,A*46",39.860435,-75.514158,"39.860435,-75.51415833",,,,,,,,,,,
,,,,,"$GPGGA,185958.000,3951.6348,N,07530.8557,W,1,08,1.14,179.8,M,-33.8,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,185958.000,A,3951.6348,N,07530.8557,W,35.48,330.20,070424,,,A*40",39.860580,-75.514262,"39.86058,-75.51426167",,,,,,,,,,,
,,,,,"$GPGGA,185959.000,3951.6434,N,07530.8618,W,1,08,1.10,179.4,M,-33.8,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,185959.000,A,3951.6434,N,07530.8618,W,34.72,329.59,070424,,,A*4B",39.860723,-75.514363,"39.86072333,-75.51436333",,,,,,,,,,,
,,,,,"$GPGGA,190000.000,3951.6519,N,07530.8680,W,1,08,1.10,179.8,M,-33.8,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190000.000,A,3951.6519,N,07530.8680,W,35.29,330.12,070424,,,A*4D",39.860865,-75.514467,"39.860865,-75.51446667",,,,,,,,,,,
,,,,,"$GPGGA,190001.000,3951.6607,N,07530.8742,W,1,08,1.10,179.9,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,35,22,66,166,35,06,62,246,35,17,62,056,36*7B",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,33,03,33,058,25,44,27,234,22,11,24,234,24*77",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,286,18,12,05,318,,02,02,055,*41",,,,,,,,,,,,,,
,,,,,"$GPRMC,190001.000,A,3951.6607,N,07530.8742,W,36.33,331.94,070424,,,A*48",39.861012,-75.514570,"39.86101167,-75.51457",,,,,,,,,,,
,,,,,"$GPGGA,190002.000,3951.6695,N,07530.8806,W,1,08,1.10,180.1,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190002.000,A,3951.6695,N,07530.8806,W,36.35,330.74,070424,,,A*46",39.861158,-75.514677,"39.86115833,-75.51467667",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190002.000,A,3951.6695,N,07530.8806,W,36.35,330.74,070424,,,A*46",39.861158,-75.514677,"39.86115833,-75.51467667",,,,,,,,,,,
,,,,,"$GPGGA,190003.000,3951.6782,N,07530.8869,W,1,08,1.10,180.2,M,-33.8,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190003.000,A,3951.6782,N,07530.8869,W,35.82,331.22,070424,,,A*44",39.861303,-75.514782,"39.86130333,-75.51478167",,,,,,,,,,,
,,,,,"$GPGGA,190004.000,3951.6871,N,07530.8937,W,1,08,1.10,180.4,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190004.000,A,3951.6871,N,07530.8937,W,37.03,329.80,070424,,,A*40",39.861452,-75.514895,"39.86145167,-75.514895",,,,,,,,,,,
,,,,,"$GPGGA,190005.000,3951.6961,N,07530.9003,W,1,08,1.10,180.5,M,-33.8,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190005.000,A,3951.6961,N,07530.9003,W,36.87,331.07,070424,,,A*45",39.861602,-75.515005,"39.86160167,-75.515005",,,,,,,,,,,
,,,,,"$GPGGA,190006.000,3951.7056,N,07530.9073,W,1,08,1.10,180.3,M,-33.8,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,35,22,66,166,32,06,62,246,33,17,62,056,31*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,23,03,33,058,21,44,27,234,,11,24,234,23*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,285,18,12,05,318,,02,02,055,*42",,,,,,,,,,,,,,
,,,,,"$GPRMC,190006.000,A,3951.7056,N,07530.9073,W,38.46,330.90,070424,,,A*41",39.861760,-75.515122,"39.86176,-75.51512167",,,,,,,,,,,
,,,,,"$GPGGA,190007.000,3951.7147,N,07530.9140,W,1,08,1.10,180.0,M,-33.8,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190007.000,A,3951.7147,N,07530.9140,W,38.16,331.72,070424,,,A*48",39.861912,-75.515233,"39.86191167,-75.51523333",,,,,,,,,,,
,,,,,"$GPGGA,190008.000,3951.7236,N,07530.9207,W,1,08,1.14,180.5,M,-33.8,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190008.000,A,3951.7236,N,07530.9207,W,38.10,331.39,070424,,,A*4B",39.862060,-75.515345,"39.86206,-75.515345",,,,,,,,,,,
,,,,,"$GPGGA,190010.000,3951.7406,N,07530.9329,W,1,08,1.10,181.6,M,-33.8,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190010.000,A,3951.7406,N,07530.9329,W,36.96,329.92,070424,,,A*42",39.862343,-75.515548,"39.86234333,-75.51554833",,,,,,,,,,,
,,,,,"$GPGGA,190011.000,3951.7484,N,07530.9379,W,1,08,1.14,181.6,M,-33.8,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,36,22,66,166,24,06,62,246,37,17,62,056,39*75",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,33,03,33,058,35,44,27,234,,11,24,234,26*74",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,24,16,285,18,12,05,318,,02,02,055,*42",,,,,,,,,,,,,,
,,,,,"$GPRMC,190011.000,A,3951.7484,N,07530.9379,W,31.13,331.23,070424,,,A*45",39.862473,-75.515632,"39.86247333,-75.51563167",,,,,,,,,,,
,,,,,"$GPGGA,190012.000,3951.7558,N,07530.9430,W,1,08,1.14,182.4,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190012.000,A,3951.7558,N,07530.9430,W,29.91,332.36,070424,,,A*48",39.862597,-75.515717,"39.86259667,-75.51571667",,,,,,,,,,,
,,,,,"$GPGGA,190013.000,3951.7630,N,07530.9468,W,1,08,1.10,182.9,M,-33.8,M,,*55",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190013.000,A,3951.7630,N,07530.9468,W,28.15,340.29,070424,,,A*4F",39.862717,-75.515780,"39.86271667,-75.51578",,,,,,,,,,,
,,,,,"$GPGGA,190014.000,3951.7707,N,07530.9491,W,1,08,1.10,183.1,M,-33.8,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190014.000,A,3951.7707,N,07530.9491,W,27.78,346.11,070424,,,A*42",39.862845,-75.515818,"39.862845,-75.51581833",,,,,,,,,,,
,,,,,"$GPGGA,190015.000,3951.7784,N,07530.9511,W,1,08,1.10,183.7,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190015.000,A,3951.7784,N,07530.9511,W,27.22,350.13,070424,,,A*4B",39.862973,-75.515852,"39.86297333,-75.51585167",,,,,,,,,,,
,,,,,"$GPGGA,190016.000,3951.7862,N,07530.9523",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190017.000,A,3951.7940,N,07530.9533,W,27.20,352.73,070424,,,A*49",39.863233,-75.515888,"39.86323333,-75.51588833",,,,,,,,,,,
,,,,,"$GPGGA,190018.000,3951.8019,N,07530.9548,W,1,08,1.14,183.7,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190018.000,A,3951.8019,N,07530.9548,W,26.70,350.72,070424,,,A*47",39.863365,-75.515913,"39.863365,-75.51591333",,,,,,,,,,,
,,,,,"$GPGGA,190019.000,3951.8101,N,07530.9563,W,1,08,1.14,183.0,M,-33.8,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190019.000,A,3951.8101,N,07530.9563,W,26.85,351.05,070424,,,A*4C",39.863502,-75.515938,"39.86350167,-75.51593833",,,,,,,,,,,
,,,,,"$GPGGA,190020.000,3951.8184,N,07530.9580,W,1,08,1.14,182.2,M,-33.8,M,,*5A",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190020.000,A,3951.8184,N,07530.9580,W,29.42,350.74,070424,,,A*45",39.863640,-75.515967,"39.86364,-75.51596667",,,,,,,,,,,
,,,,,"$GPGGA,190021.000,3951.8268,N,07530.9602,W,1,08,1.14,181.4,M,-33.8,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,35,22,66,166,33,06,62,246,37,17,62,056,42*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,25,03,33,057,28,11,24,234,25,24,16,285,27*78",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,29,12,05,318,,02,01,055,*47",,,,,,,,,,,,,,
,,,,,"$GPRMC,190021.000,A,3951.8268,N,07530.9602,W,30.03,350.17,070424,,,A*44",39.863780,-75.516003,"39.86378,-75.51600333",,,,,,,,,,,
,,,,,"$GPGGA,190022.000,3951.8351,N,07530.9620,W,1,08,1.14,180.6,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190022.000,A,3951.8351,N,07530.9620,W,30.05,350.73,070424,,,A*48",39.863918,-75.516033,"39.86391833,-75.51603333",,,,,,,,,,,
,,,,,"$GPGGA,190023.000,3951.8432,N,07530.9638,W,1,08,1.10,180.1,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190023.000,A,3951.8432,N,07530.9638,W,28.30,350.41,070424,,,A*4C",39.864053,-75.516063,"39.86405333,-75.51606333",,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190024.000,A,3951.8507,N,07530.9656,W,26.53,348.44,070424,,,A*43",39.864178,-75.516093,"39.86417833,-75.51609333",,,,,,,,,,,
,,,,,"$GPGGA,190025.000,3951.8570,N,07530.9675,W,1,08,1.10,178.9,M,-33.8,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190025.000,A,3951.8570,N,07530.9675,W,23.09,345.34,070424,,,A*43",39.864283,-75.516125,"39.86428333,-75.516125",,,,,,,,,,,
,,,,,"$GPGGA,190026.000,3951.8625,N,07530.9697,W,1,09,0.99,178.6,M,-33.8,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.29,0.99,0.82*09",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,33,22,66,166,30,06,62,246,26,17,62,056,35*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,25,03,33,057,20,11,24,234,23,24,16,285,23*72",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,26,12,05,318,24,02,01,055,*4E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190026.000,A,3951.8625,N,07530.9697,W,20.52,342.99,070424,,,A*42",39.864375,-75.516162,"39.864375,-75.51616167",,,,,,,,,,,
,,,,,"$GPGGA,190027.000,3951.8670,N,07530.9763,W,1,09,0.99,140.3,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,2,03,06,14,11,24,22,17,12,19,,,,1.28,0.99,0.82*09",,,,,,,,,,,,,,
,,,,,"$GPRMC,190027.000,A,3951.8670,N,07530.9763,W,16.28,338.57,070424,,,A*4E",39.864450,-75.516272,"39.86445,-75.51627167",,,,,,,,,,,
,,,,,"$GPGGA,190028.000,3951.8721,N,07530.9809,W,1,08,1.10,123.5,M,-33.8,M,,*5F",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190028.000,A,3951.8721,N,07530.9809,W,14.30,334.71,070424,,,A*44",39.864535,-75.516348,"39.864535,-75.51634833",,,,,,,,,,,
,,,,,"$GPGGA,190029.000,3951.8755,N,07530.9848,W,1,08,1.10,113.7,M,-33.8,M,,*59",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190029.000,A,3951.8755,N,07530.9848,W,11.44,332.05,070424,,,A*40",39.864592,-75.516413,"39.86459167,-75.51641333",,,,,,,,,,,
,,,,,"$GPGGA,190030.000,3951.8778,N,07530.9870,W,1,09,1.07,110.5,M,-33.8,M,,*53",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,12,19,,,,1.80,1.07,1.45*06",,,,,,,,,,,,,,
,,,,,"$GPRMC,190030.000,A,3951.8778,N,07530.9870,W,8.65,328.42,070424,,,A*7F",39.864630,-75.516450,"39.86463,-75.51645",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,48,16,247,25,12,05,318,18,02,01,055,*42",,,,,,,,,,,,,,
,,,,,"$GPRMC,190031.000,A,3951.8793,N,07530.9885,W,5.46,320.73,070424,,,A*77",39.864655,-75.516475,"39.864655,-75.516475",,,,,,,,,,,
,,,,,"$GPGGA,190032.000,3951.8801,N,07530.9895,W,1,08,1.14,107.9,M,-33.8,M,,*52",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190032.000,A,3951.8801,N,07530.9895,W,3.39,313.06,070424,,,A*7D",39.864668,-75.516492,"39.86466833,-75.51649167",,,,,,,,,,,
,,,,,"$GPGGA,190033.000,3951.8806,N,07530.9901,W,1,08,1.10,106.9,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190033.000,A,3951.8806,N,07530.9901,W,3.36,317.60,070424,,,A*7C",39.864677,-75.516502,"39.86467667,-75.51650167",,,,,,,,,,,
,,,,,"$GPGGA,190034.000,3951.8813,N,07530.9904,W,1,08,1.10,106.6,M,-33.8,M,,*54",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190034.000,A,3951.8813,N,07530.9904,W,4.44,325.52,070424,,,A*78",39.864688,-75.516507,"39.86468833,-75.51650667",,,,,,,,,,,
,,,,,"$GPGGA,190035.000,3951.8824,N,07530.9912,W,1,08,1.14,106.4,M,-33.8,M,,*50",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190035.000,A,3951.8824,N,07530.9912,W,5.37,326.80,070424,,,A*73",39.864707,-75.516520,"39.86470667,-75.51652",,,,,,,,,,,
,,,,,"$GPGGA,190036.000,3951.8835,N,07530.9919,W,1,08,1.14,106.2,M,-33.8,M,,*5E",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,39,22,66,166,32,06,62,246,39,17,62,056,39*73",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,32,03,33,057,21,11,24,234,22,24,16,285,19*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,33,14,110,,12,05,318,16,02,01,055,14*41",,,,,,,,,,,,,,
,,,,,"$GPRMC,190036.000,A,3951.8835,N,07530.9919,W,4.19,328.79,070424,,,A*7E",39.864725,-75.516532,"39.864725,-75.51653167",,,,,,,,,,,
,,,,,"$GPGGA,190037.000,3951.8843,N,07530.9925,W,1,08,1.14,106.5,M,-33.8,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190037.000,A,3951.8843,N,07530.9925,W,3.32,331.88,070424,,,A*79",39.864738,-75.516542,"39.86473833,-75.51654167",,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,35,22,65,166,28,06,62,246,41,17,62,056,38*79",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,28,03,33,057,33,11,24,234,28,24,16,285,29*7C",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,33,14,110,,12,05,318,19,02,01,055,15*4F",,,,,,,,,,,,,,
,,,,,"$GPRMC,190041.000,A,3951.8914,N,07530.9967,W,9.81,358.26,070424,,,A*74",39.864857,-75.516612,"39.86485667,-75.51661167",,,,,,,,,,,
,,,,,"$GPGGA,190042.000,3951.8946,N,07530.9960,W,1,08,1.14,105.1,M,-33.8,M,,*56",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190042.000,A,3951.8946,N,07530.9960,W,12.09,16.30,070424,,,A*73",39.864910,-75.516600,"39.86491,-75.5166",,,,,,,,,,,
,,,,,"$GPGGA,190043.000,3951.8977,N,07530.9933,W,1,08,1.14,105.0,M,-33.8,M,,*52",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190043.000,A,3951.8977,N,07530.9933,W,14.28,38.22,070424,,,A*7C",39.864962,-75.516555,"39.86496167,-75.516555",,,,,,,,,,,
,,,,,"$GPGGA,190044.000,3951.9008,N,07530.9888,W,1,08,1.14,104.7,M,-33.8,M,,*52",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190044.000,A,3951.9008,N,07530.9888,W,17.76,50.45,070424,,,A*7D",39.865013,-75.516480,"39.86501333,-75.51648",,,,,,,,,,,
,,,,,"$GPGGA,190045.000,3951.9040,N,07530.9830,W,1,08,1.14,104.7,M,-33.8,M,,*5C",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190045.000,A,3951.9040,N,07530.9830,W,20.85,53.86,070424,,,A*77",39.865067,-75.516383,"39.86506667,-75.51638333",,,,,,,,,,,
,,,,,"$GPGGA,190046.000,3951.9075,N,07530.9759,W,1,08,1.10,104.2,M,-33.8,M,,*58",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,1,11,19,68,340,35,22,65,166,38,06,62,246,36,17,62,056,27*76",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,2,11,14,40,156,24,03,33,057,27,11,24,234,23,24,16,285,19*7D",,,,,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,15,02,01,055,15,34,,,*71",,,,,,,,,,,,,,
,,,,,"$GPRMC,190046.000,A,3951.9075,N,07530.9759,W,23.88,56.18,070424,,,A*7E",39.865125,-75.516265,"39.865125,-75.516265",,,,,,,,,,,
,,,,,"$GPGSV,3,3,11,12,05,318,15,02,01,055,15,34,,,*71",,,,,,,,,,,,,,
,,,,,"$GPRMC,190046.000,A,3951.9075,N,07530.9759,W,23.88,56.18,070424,,,A*7E",39.865125,-75.516265,"39.865125,-75.516265",,,,,,,,,,,
,,,,,"$GPGGA,190047.000,3951.9114,N,07530.9680,W,1,08,1.14,103.6,M,-33.8,M,,*5D",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
,,,,,"$GPRMC,190047.000,A,3951.9114,N,07530.9680,W,25.94,56.77,070424,,,A*7E",39.865190,-75.516133,"39.86519,-75.51613333",,,,,,,,,,,
,,,,,"$GPGGA,190048.000,3951.9155,N,07530.9594,W,1,08,1.10,103.2,M,-33.8,M,,*51",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,1.40,1.10,0.86*01",,,,,,,,,,,,,,
,,,,,"$GPRMC,190048.000,A,3951.9155,N,07530.9594,W,27.55,56.34,070424,,,A*7A",39.865258,-75.515990,"39.86525833,-75.51599",,,,,,,,,,,
,,,,,"$GPGGA,190049.000,3951.9197,N,07530.9495,W,1,08,1.14,103.3,M,-33.8,M,,*5B",,,,,,,,,,,,,,
,,,,,"$GPGSA,A,3,03,06,14,11,24,22,17,19,,,,,2.02,1.14,1.67*0E",,,,,,,,,,,,,,
